"parametername","tsdatetime","initdate","areaid","tsvalue_ensemble_mean"
"length_transmission_season",2021-08-31,"20210401","caaguazu",0
"length_transmission_season",2021-08-31,"20210401","caazapa",1
"length_transmission_season",2021-08-31,"20210401","canindeyu",0
"length_transmission_season",2021-08-31,"20210401","central",1
"length_transmission_season",2021-08-31,"20210401","concepcion",1
"length_transmission_season",2021-08-31,"20210401","cordillera",0
"length_transmission_season",2021-08-31,"20210401","guaira",1
"length_transmission_season",2021-08-31,"20210401","itapua",0
"length_transmission_season",2021-08-31,"20210401","misiones",0
"length_transmission_season",2021-08-31,"20210401","neembucu",0
"length_transmission_season",2021-08-31,"20210401","paraguari",0
"length_transmission_season",2021-08-31,"20210401","presidente hayes",1
"length_transmission_season",2021-08-31,"20210401","san pedro",0
"length_transmission_season",2021-09-30,"20210401","alto paraguay",1
"length_transmission_season",2021-09-30,"20210401","alto parana",0
"length_transmission_season",2021-09-30,"20210401","amambay",1
"length_transmission_season",2021-09-30,"20210401","asuncion",1
"length_transmission_season",2021-09-30,"20210401","boqueron",1
"length_transmission_season",2021-09-30,"20210401","caaguazu",0
"length_transmission_season",2021-09-30,"20210401","caazapa",1
"length_transmission_season",2021-09-30,"20210401","canindeyu",0
"length_transmission_season",2021-09-30,"20210401","central",1
"length_transmission_season",2021-09-30,"20210401","concepcion",1
"length_transmission_season",2021-09-30,"20210401","cordillera",0
"length_transmission_season",2021-09-30,"20210401","guaira",1
"length_transmission_season",2021-09-30,"20210401","itapua",0
"length_transmission_season",2021-09-30,"20210401","misiones",0
"length_transmission_season",2021-09-30,"20210401","neembucu",0
"length_transmission_season",2021-09-30,"20210401","paraguari",0
"length_transmission_season",2021-09-30,"20210401","presidente hayes",1
"length_transmission_season",2021-09-30,"20210401","san pedro",0
"length_transmission_season",2021-10-31,"20210401","alto paraguay",1
"length_transmission_season",2021-10-31,"20210401","alto parana",1
"length_transmission_season",2021-10-31,"20210401","amambay",1
"length_transmission_season",2021-10-31,"20210401","asuncion",1
"length_transmission_season",2021-10-31,"20210401","boqueron",1
"length_transmission_season",2021-10-31,"20210401","caaguazu",0
"length_transmission_season",2021-10-31,"20210401","caazapa",1
"length_transmission_season",2021-10-31,"20210401","canindeyu",0
"length_transmission_season",2021-10-31,"20210401","central",1
"length_transmission_season",2021-10-31,"20210401","concepcion",1
"length_transmission_season",2021-10-31,"20210401","cordillera",0
"length_transmission_season",2021-10-31,"20210401","guaira",0
"length_transmission_season",2021-10-31,"20210401","itapua",0
"length_transmission_season",2021-10-31,"20210401","misiones",0
"length_transmission_season",2021-10-31,"20210401","neembucu",0
"length_transmission_season",2021-10-31,"20210401","paraguari",0
"length_transmission_season",2021-10-31,"20210401","presidente hayes",1
"length_transmission_season",2021-10-31,"20210401","san pedro",0
